1,19394.0,16,0.0,0.0,9.23,0.0,0,0,0,0.0,1.0,2011.0,4.0,1.0,2011.0,6.0,12.0,2011.0,6.0,12.0
1,24785.0,27,2.631440868210092,2.104037644293589,34.82,0.4440779545905985,1,1,0,0.0,0.0,2013.0,10.0,10.0,2013.0,11.0,1.0,2014.0,1.0,5.0
1,15390.0,35,0.2899955242289391,0.0,46.38,0.033583553075533,0,0,0,2.0,2.0,2010.0,7.0,9.0,2010.0,7.0,9.0,2012.0,2.0,2.0
1,7069.0,50,0.5413249785877525,0.0,66.76,0.9219800333480024,0,0,0,4.0,0.0,2011.0,10.0,10.0,2011.0,10.0,10.0,2014.0,1.0,1.0
0,14775.0,2,3.3832811161734533,0.0,51.23,0.0,1,0,0,1.0,1.0,2013.0,5.0,24.0,2013.0,9.0,16.0,2013.0,9.0,16.0
1,17827.0,44,0.1537855052652329,0.2151856682137306,49.3,0.0,1,0,0,4.0,1.0,2013.0,7.0,31.0,2013.0,11.0,5.0,2013.0,11.0,5.0
1,1403.0,48,0.0,0.0,93.83,0.1027683755284524,0,0,0,4.0,1.0,2014.0,8.0,24.0,2015.0,6.0,7.0,2017.0,6.0,25.0
1,10414.0,51,0.6633884542445319,0.5569511411755249,66.22,1.2702791729589464,1,0,0,0.0,1.0,2016.0,2.0,8.0,2016.0,2.0,8.0,2018.0,1.0,20.0
1,3707.0,30,0.0,0.0,40.02,0.0,1,0,0,4.0,0.0,2013.0,10.0,30.0,2013.0,11.0,5.0,2013.0,11.0,5.0
1,14171.0,42,2.2555207442284115,1.5780282336936005,68.04,1.2828918698863614,1,0,0,1.0,0.0,2013.0,9.0,27.0,2013.0,12.0,1.0,2013.0,12.0,16.0
1,28060.0,37,2.1031206937644003,0.2558964703056612,41.81,0.0,0,0,0,0.0,2.0,2012.0,8.0,28.0,2013.0,8.0,2.0,2013.0,8.0,2.0
1,17193.0,45,0.0,0.0,46.88,0.0,0,0,0,4.0,2.0,2013.0,3.0,29.0,2013.0,3.0,29.0,2013.0,3.0,29.0
1,5995.0,42,0.4833258738840625,0.0,73.02,0.0,0,0,0,4.0,1.0,2010.0,12.0,8.0,2010.0,12.0,8.0,2010.0,12.0,8.0
1,6626.0,33,0.5126183508841099,0.2869142242218531,40.02,0.0,1,0,0,1.0,1.0,2017.0,10.0,9.0,2017.0,10.0,9.0,2017.0,10.0,9.0
1,741.0,25,2.4359624036448864,0.3787267760107187,42.05,0.0,1,1,0,1.0,0.0,2013.0,10.0,8.0,2013.0,10.0,8.0,2013.0,10.0,8.0
1,15068.0,8,3.3832811161734533,3.5505635251004883,35.02,0.0,1,0,0,0.0,1.0,2014.0,1.0,11.0,2014.0,1.0,11.0,2014.0,1.0,11.0
0,25167.0,2,3.3832811161734533,0.0,40.02,0.0,0,0,0,2.0,1.0,2013.0,10.0,10.0,2013.0,10.0,10.0,2013.0,10.0,10.0
0,4055.0,7,0.9666517474297968,0.0,69.41,1.154602685784232,1,0,0,0.0,0.0,2017.0,8.0,22.0,2017.0,8.0,22.0,2017.0,9.0,16.0
1,11112.0,59,1.3189061979163448,0.1604774474397021,81.12,1.3254971419678063,1,0,1,0.0,1.0,2011.0,9.0,28.0,2011.0,10.0,23.0,2014.0,1.0,13.0
1,14724.0,28,0.1208314684202664,0.3381489071118496,25.39,0.4693506871555458,1,0,0,4.0,2.0,2013.0,11.0,26.0,2013.0,11.0,26.0,2014.0,1.0,6.0
1,1955.0,29,0.3499945983531713,0.0,36.9,0.0,1,0,0,1.0,1.0,2013.0,11.0,23.0,2013.0,11.0,23.0,2013.0,11.0,23.0
1,4805.0,42,0.6444344983993073,0.2254326047727936,51.76,0.9919267107614476,1,0,1,0.0,2.0,2013.0,10.0,14.0,2013.0,10.0,14.0,2014.0,1.0,19.0
0,5028.0,0,0.0,0.0,100.9,0.8418977917176691,0,0,0,1.0,1.0,2010.0,1.0,5.0,2010.0,1.0,16.0,2010.0,4.0,6.0
1,22954.0,38,1.7806742717592725,0.0,28.73,0.8342504925055363,1,0,0,1.0,0.0,2012.0,3.0,8.0,2012.0,3.0,9.0,2013.0,2.0,18.0
1,26474.0,53,0.1276709855274697,0.0,90.79,0.3653806011517292,1,0,0,0.0,0.0,2013.0,7.0,10.0,2013.0,7.0,10.0,2013.0,12.0,15.0
0,13706.0,0,0.0,0.0,66.62,0.6275014567370033,0,0,0,3.0,1.0,2012.0,3.0,26.0,2012.0,3.0,28.0,2012.0,6.0,28.0
1,9608.0,51,0.3316942270884331,0.3713007607521227,77.78,0.4385220257099829,0,0,0,2.0,1.0,2009.0,8.0,31.0,2010.0,10.0,14.0,2013.0,11.0,6.0
1,286.0,45,0.0,0.0,89.4,0.0,0,0,0,3.0,2.0,2017.0,4.0,25.0,2017.0,7.0,23.0,2017.0,7.0,23.0
1,15483.0,8,1.268730418565045,0.0,35.0,0.0,1,0,0,3.0,2.0,2014.0,1.0,9.0,2014.0,1.0,9.0,2014.0,1.0,9.0
1,17941.0,47,0.5038929321528555,0.2014504127273398,46.1,0.7330810685064921,1,1,1,0.0,2.0,2013.0,7.0,13.0,2013.0,7.0,14.0,2013.0,10.0,27.0
1,1692.0,35,2.8032900677832404,1.0820765030230275,65.04,0.3436317544705516,1,0,0,3.0,1.0,2013.0,8.0,28.0,2013.0,8.0,28.0,2013.0,12.0,18.0
1,25058.0,43,0.3934047810605549,0.0,40.0,0.0,1,0,0,0.0,2.0,2013.0,9.0,20.0,2013.0,9.0,20.0,2013.0,9.0,20.0
0,2039.0,6,2.8194009300317684,3.156056466440384,81.39,0.288650671446058,1,0,0,4.0,2.0,2017.0,9.0,26.0,2017.0,10.0,7.0,2018.0,1.0,15.0
1,14423.0,16,0.0,0.0,53.78,0.0,0,0,0,1.0,0.0,2011.0,10.0,31.0,2011.0,11.0,1.0,2011.0,11.0,1.0
1,3164.0,15,1.5788645209937209,2.5248451737203976,35.02,0.0,1,0,0,1.0,1.0,2013.0,12.0,27.0,2013.0,12.0,27.0,2013.0,12.0,27.0
0,10294.0,0,0.0,0.0,84.21,0.8489725619446777,0,0,0,3.0,1.0,2012.0,5.0,24.0,2012.0,5.0,24.0,2012.0,6.0,27.0
1,17713.0,30,0.0,0.0,40.2,0.0,1,0,0,3.0,0.0,2013.0,11.0,18.0,2013.0,11.0,19.0,2013.0,11.0,19.0
1,17049.0,29,0.3499945983531713,0.0,40.02,0.0,1,0,0,0.0,1.0,2013.0,10.0,23.0,2013.0,10.0,23.0,2013.0,10.0,23.0
1,18342.0,45,1.1277603719450418,2.104037644293589,91.76,0.7775102279639148,1,1,0,3.0,2.0,2013.0,9.0,21.0,2013.0,10.0,1.0,2014.0,1.0,8.0
0,20071.0,0,0.0,0.0,52.14,0.0,0,0,0,1.0,1.0,2011.0,5.0,15.0,2011.0,5.0,16.0,2011.0,5.0,16.0
1,22152.0,50,0.3383281116173453,0.0,80.85,0.6414459397540252,0,0,1,4.0,2.0,2016.0,8.0,29.0,2017.0,8.0,5.0,2017.0,11.0,18.0
0,19599.0,0,0.0,0.0,56.41,0.2840350991011903,0,0,0,3.0,0.0,2016.0,2.0,9.0,2016.0,2.0,10.0,2017.0,8.0,5.0
1,7127.0,36,1.315720434105046,0.526009411168079,40.02,0.0,1,0,0,4.0,0.0,2013.0,9.0,17.0,2013.0,9.0,17.0,2013.0,9.0,17.0
0,14562.0,2,1.6916405580867266,0.0,49.02,0.0,1,0,0,1.0,2.0,2017.0,8.0,31.0,2017.0,8.0,31.0,2017.0,8.0,31.0
1,14544.0,40,0.0845820279043363,0.0,42.99,0.0,0,0,0,0.0,0.0,2016.0,2.0,10.0,2016.0,3.0,30.0,2016.0,3.0,30.0
0,15138.0,4,0.8458202790433633,0.0,40.02,0.0,1,0,0,0.0,0.0,2013.0,9.0,11.0,2013.0,9.0,11.0,2013.0,9.0,11.0
1,9317.0,23,2.5006860424479136,0.4116595391462022,29.02,0.0,1,0,0,1.0,1.0,2013.0,12.0,5.0,2013.0,12.0,5.0,2013.0,12.0,5.0
